scientific_name	size_class	trophic_type	comments	trophic_type_source
Scenedesmus quadricauda	1	AU		
Scenedesmus quadricauda		AU		
Schroederia setigera	1	AU		SMHI_bvol och PEG
Schroederia setigera	2	AU		SMHI_bvol och PEG
Schroederia setigera		AU		Lagt till art utan storleksklass
Sclerodinium calyptroglyphe	1	HT		SMHI_bvol och PEG
Sclerodinium calyptroglyphe		HT		Lagt till art utan storleksklass
Scrippsiella	1	AU		SMHI_bvol och PEG
Scrippsiella	2	AU		SMHI_bvol och PEG
Scrippsiella	3	AU		SMHI_bvol och PEG
Scrippsiella	4	AU		SMHI_bvol och PEG
Scrippsiella	5	AU		SMHI_bvol och PEG
Scrippsiella	6	AU		SMHI_bvol och PEG
Scrippsiella	7	AU		SMHI_bvol och PEG
Scrippsiella	8	AU		SMHI_bvol och PEG
Scrippsiella	9	AU		SMHI_bvol och PEG
Scrippsiella	10	AU		SMHI_bvol och PEG
Scrippsiella	11	AU		SMHI_bvol och PEG
Scrippsiella	12	AU		
Scrippsiella	13	AU		
Scrippsiella	14	AU		
Scrippsiella		AU		Lagt till art utan storleksklass
Scrippsiella acuminata	1	AU		SMHI_bvol och PEG
Scrippsiella acuminata	2	AU		SMHI_bvol och PEG
Scrippsiella acuminata	3	AU		SMHI_bvol och PEG
Scrippsiella acuminata		AU		Lagt till art utan storleksklass
Scuticociliatia		HT		
Scuticociliatia		HT		
Selenastrum bibraianum	1	AU		SMHI_bvol och PEG
Selenastrum bibraianum		AU		Lagt till art utan storleksklass
Shionodiscus bioculatus	1	AU		
Shionodiscus bioculatus	2	AU		
Shionodiscus bioculatus		AU		
Skeletonema	1	AU		SMHI_bvol och PEG
Skeletonema	2	AU		
Skeletonema	3	AU		
Skeletonema	4	AU		
Skeletonema	5	AU		
Skeletonema	6	AU		
Skeletonema	7	AU		
Skeletonema	8	AU		
Skeletonema	9	AU		
Skeletonema	10	AU		
Skeletonema	11	AU		
Skeletonema	12	AU		
Skeletonema	13	AU		
Skeletonema	14	AU		
Skeletonema	15	AU		
Skeletonema	16	AU		
Skeletonema	17	AU		
Skeletonema	18	AU		
Skeletonema	19	AU		
Skeletonema	20	AU		
Skeletonema	21	AU		
Skeletonema	22	AU		
Skeletonema	23	AU		
Skeletonema	24	AU		
Skeletonema		AU		Lagt till art utan storleksklass
Skeletonema marinoi	1	AU		SMHI_bvol och PEG
Skeletonema marinoi	2	AU		SMHI_bvol och PEG
Skeletonema marinoi	3	AU		SMHI_bvol och PEG
Skeletonema marinoi	4	AU		SMHI_bvol och PEG
Skeletonema marinoi	5	AU		SMHI_bvol och PEG
Skeletonema marinoi	6	AU		SMHI_bvol och PEG
Skeletonema marinoi	7	AU		SMHI_bvol och PEG
Skeletonema marinoi	8	AU		SMHI_bvol och PEG
Skeletonema marinoi	9	AU		SMHI_bvol och PEG
Skeletonema marinoi	10	AU		SMHI_bvol och PEG
Skeletonema marinoi	11	AU		SMHI_bvol och PEG
Skeletonema marinoi	12	AU		SMHI_bvol och PEG
Skeletonema marinoi	13	AU		SMHI_bvol och PEG
Skeletonema marinoi	14	AU		SMHI_bvol och PEG
Skeletonema marinoi	15	AU		SMHI_bvol och PEG
Skeletonema marinoi	16	AU		SMHI_bvol och PEG
Skeletonema marinoi	17	AU		SMHI_bvol och PEG
Skeletonema marinoi	18	AU		SMHI_bvol och PEG
Skeletonema marinoi	19	AU		SMHI_bvol och PEG
Skeletonema marinoi	20	AU		SMHI_bvol och PEG
Skeletonema marinoi	21	AU		SMHI_bvol och PEG
Skeletonema marinoi	22	AU		SMHI_bvol och PEG
Skeletonema marinoi	23	AU		SMHI_bvol och PEG
Skeletonema marinoi		AU		Lagt till art utan storleksklass
Skeletonema potamos	1	AU		
Skeletonema potamos	2	AU		
Skeletonema potamos	3	AU		
Skeletonema potamos	4	AU		
Skeletonema potamos		AU		
Skeletonema subsalsum	1	AU		SMHI_bvol och PEG
Skeletonema subsalsum	2	AU		SMHI_bvol och PEG
Skeletonema subsalsum	3	AU		SMHI_bvol och PEG
Skeletonema subsalsum	4	AU		SMHI_bvol och PEG
Skeletonema subsalsum	5	AU		SMHI_bvol och PEG
Skeletonema subsalsum	6	AU		SMHI_bvol och PEG
Skeletonema subsalsum	7	AU		SMHI_bvol och PEG
Skeletonema subsalsum	8	AU		SMHI_bvol och PEG
Skeletonema subsalsum		AU		Lagt till art utan storleksklass
Snowella	1	AU		SMHI_bvol och PEG
Snowella	2	AU		SMHI_bvol och PEG
Snowella	3	AU		SMHI_bvol och PEG
Snowella	4	AU		SMHI_bvol och PEG
Snowella	5	AU		SMHI_bvol och PEG
Snowella		AU		Lagt till art utan storleksklass
Snowella atomus	1	AU		SMHI_bvol och PEG
Snowella atomus	2	AU		SMHI_bvol och PEG
Snowella atomus	3	AU		SMHI_bvol och PEG
Snowella atomus	4	AU		SMHI_bvol och PEG
Snowella atomus		AU		Lagt till art utan storleksklass
Snowella fennica	1	AU		SMHI_bvol och PEG
Snowella fennica	2	AU		SMHI_bvol och PEG
Snowella fennica	3	AU		SMHI_bvol och PEG
Snowella fennica	4	AU		SMHI_bvol och PEG
Snowella fennica		AU		Lagt till art utan storleksklass
Snowella lacustris	1	AU		SMHI_bvol och PEG
Snowella lacustris	2	AU		SMHI_bvol och PEG
Snowella lacustris	3	AU		SMHI_bvol och PEG
Snowella lacustris	4	AU		SMHI_bvol och PEG
Snowella lacustris		AU		Lagt till art utan storleksklass
Snowella litoralis	1	AU		SMHI_bvol och PEG
Snowella litoralis	2	AU		SMHI_bvol och PEG
Snowella litoralis	3	AU		SMHI_bvol och PEG
Snowella litoralis	4	AU		SMHI_bvol och PEG
Snowella litoralis		AU		Lagt till art utan storleksklass
Snowella septentrionalis	1	AU		SMHI_bvol och PEG
Snowella septentrionalis	2	AU		SMHI_bvol och PEG
Snowella septentrionalis	3	AU		SMHI_bvol och PEG
Snowella septentrionalis	4	AU		SMHI_bvol och PEG
Snowella septentrionalis		AU		Lagt till art utan storleksklass
Solenicola		HT		
Solenicola setigera	1	HT		
Solenicola setigera	32	HT		
Solenicola setigera	2	HT		SMHI_bvol
Solenicola setigera		HT		
Spathulodinium pseudonoctiluca	1	HT	NµA	Arter i sharkweb som inte finns PEG/SMHI listan
Spathulodinium pseudonoctiluca		HT	NµA	Arter i sharkweb som inte finns PEG/SMHI listan
Spatulodinium pseudonoctiluca	1	HT		SMHI_bvol och PEG
Spatulodinium pseudonoctiluca		HT		Lagt till art utan storleksklass
Spermatozopsis exsultans	1	AU		
Spermatozopsis exsultans		AU		
Sphaerocystis planctonica	1	AU		SMHI_bvol och PEG
Sphaerocystis planctonica		AU		Lagt till art utan storleksklass
Sphaerocystis schroeteri	1	AU		SMHI_bvol och PEG
Sphaerocystis schroeteri	2	AU		SMHI_bvol och PEG
Sphaerocystis schroeteri	3	AU		SMHI_bvol och PEG
Sphaerocystis schroeteri		AU		Lagt till art utan storleksklass
Sphaerocystis	1	AU		
Sphaerocystis	2	AU		
Sphaerocystis	3	AU		
Sphaerocystis		AU		
Spiniferomonas	1	AU		PEG_BVOL_2020
Spiniferomonas	2	AU		PEG_BVOL_2020
Spiniferomonas		AU		Lagt till art utan storleksklass
Spirulina	1	AU		SMHI_bvol och PEG
Spirulina	2	AU		SMHI_bvol och PEG
Spirulina		AU		Lagt till art utan storleksklass
Spirulina major	1	AU		SMHI_bvol och PEG
Spirulina major		AU		Lagt till art utan storleksklass
Spirulina subsalsa	1	AU		SMHI_bvol och PEG
Spirulina subsalsa		AU		Lagt till art utan storleksklass
Spondylosium planum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Spondylosium planum	1	AU		
Staurastrum	1	AU		SMHI_bvol och PEG
Staurastrum		AU		Lagt till art utan storleksklass
Staurastrum avicula var. lunatum	1	AU		
Staurastrum avicula var. lunatum		AU		
Staurastrum pseudopelagicum	1	AU		
Staurastrum pseudopelagicum		AU		
Staurastrum tetracerum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Stauridium privum	1	AU		NOMP BVOL 2021
Stauridium privum		AU		NOMP BVOL 2021
Stauridium tetras	1	AU		SMHI_bvol och PEG
Stauridium tetras	2	AU		SMHI_bvol och PEG
Stauridium tetras	3	AU		SMHI_bvol och PEG
Stauridium tetras	4	AU		SMHI_bvol och PEG
Stauridium tetras	5	AU		SMHI_bvol och PEG
Stauridium tetras	6	AU		SMHI_bvol och PEG
Stauridium tetras		AU		Lagt till art utan storleksklass
Staurodesmus	1	AU		SMHI_bvol och PEG
Staurodesmus		AU		Lagt till art utan storleksklass
Staurodesmus mamillatus		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Staurodesmus triangularis	1	AU		SMHI_bvol och PEG
Staurodesmus triangularis		AU		Lagt till art utan storleksklass
Staurosira berolinensis	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Staurosira berolinensis		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Staurosira construens var. binodis	1	AU		SMHI_bvol och PEG
Staurosira construens var. binodis		AU		Lagt till art utan storleksklass
Staurosira construens var. construens	1	AU		SMHI_bvol och PEG
Staurosira construens var. construens		AU		Lagt till art utan storleksklass
Staurosira inflata	1	AU		
Staurosira inflata	2	AU		
Staurosira inflata	3	AU		
Staurosira inflata		AU		
Staurosira venter	1	AU		SMHI_bvol och PEG
Staurosira venter		AU		Lagt till art utan storleksklass
Stellarima stellaris	1	AU		SMHI_bvol och PEG
Stellarima stellaris	2	AU		SMHI_bvol och PEG
Stellarima stellaris	3	AU		SMHI_bvol och PEG
Stellarima stellaris	4	AU		SMHI_bvol och PEG
Stellarima stellaris		AU		Lagt till art utan storleksklass
Stenosemella	1	HT		SMHI_bvol och PEG
Stenosemella		HT		Lagt till art utan storleksklass
Stenosemella ventricosa	1	HT		
Stenosemella ventricosa		HT		
Stephanodiscus	1	AU		SMHI_bvol och PEG
Stephanodiscus	2	AU		SMHI_bvol och PEG
Stephanodiscus	3	AU		SMHI_bvol och PEG
Stephanodiscus	4	AU		SMHI_bvol och PEG
Stephanodiscus		AU		Lagt till art utan storleksklass
Stephanodiscus binderanus	1	AU		SMHI_bvol och PEG
Stephanodiscus binderanus	2	AU		SMHI_bvol och PEG
Stephanodiscus binderanus	3	AU		SMHI_bvol och PEG
Stephanodiscus binderanus	4	AU		SMHI_bvol och PEG
Stephanodiscus binderanus		AU		Lagt till art utan storleksklass
Stephanodiscus hantzschii	1	AU		SMHI_bvol och PEG
Stephanodiscus hantzschii	2	AU		SMHI_bvol och PEG
Stephanodiscus hantzschii	3	AU		SMHI_bvol och PEG
Stephanodiscus hantzschii	4	AU		SMHI_bvol och PEG
Stephanodiscus hantzschii	5	AU		SMHI_bvol och PEG
Stephanodiscus hantzschii		AU		Lagt till art utan storleksklass
Stephanodiscus minutulus	1	AU		SMHI_bvol och PEG
Stephanodiscus minutulus		AU		Lagt till art utan storleksklass
Stephanodiscus neoastraea	1	AU		SMHI_bvol och PEG
Stephanodiscus neoastraea	2	AU		SMHI_bvol och PEG
Stephanodiscus neoastraea	3	AU		SMHI_bvol och PEG
Stephanodiscus neoastraea	4	AU		SMHI_bvol och PEG
Stephanodiscus neoastraea	5	AU		SMHI_bvol och PEG
Stephanodiscus neoastraea		AU		Lagt till art utan storleksklass
Stephanodiscus parvus	1	AU		SMHI_bvol och PEG
Stephanodiscus parvus		AU		Lagt till art utan storleksklass
Stephanodiscus rotula	1	AU		SMHI_bvol och PEG
Stephanodiscus rotula	2	AU		SMHI_bvol och PEG
Stephanodiscus rotula	3	AU		SMHI_bvol och PEG
Stephanodiscus rotula	4	AU		SMHI_bvol och PEG
Stephanodiscus rotula	5	AU		SMHI_bvol och PEG
Stephanodiscus rotula		AU		Lagt till art utan storleksklass
Stephanopyxis		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Stephanopyxis palmeriana	1	AU		
Stephanopyxis palmeriana		AU		
Stephanopyxis turris	1	AU		SMHI_bvol och PEG
Stephanopyxis turris		AU		Lagt till art utan storleksklass
Stichogloea doederleinii		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Striatella unipunctata	1	AU		SMHI_bvol och PEG
Striatella unipunctata		AU		Lagt till art utan storleksklass
Strobilidium	1	HT		SMHI_bvol och PEG
Strobilidium		HT		Lagt till art utan storleksklass
Strobilidium epacrum		HT	Ciliophora	Arter i sharkweb som inte finns PEG/SMHI listan
Strobilidium sphaericum		HT	Ciliophora	Arter i sharkweb som inte finns PEG/SMHI listan
Strobilidium spiralis		HT	Ciliophora	Arter i sharkweb som inte finns PEG/SMHI listan
Strombidinopsis		HT		
Strombidium	1	MX		SMHI_bvol och PEG
Strombidium	2	MX		SMHI_bvol och PEG
Strombidium	3	MX		SMHI_bvol och PEG
Strombidium		MX		Lagt till art utan storleksklass
Strombidium chlorophilum		HT		
Strombidium emergens	1	HT		SMHI_bvol
Strombidium emergens		HT		
Strombidium sulcatum	1	HT		SMHI_bvol och PEG
Strombidium sulcatum		HT		Lagt till art utan storleksklass
Strombidium vestitum		HT		
Strombomonas	1	AU		
Strombomonas	2	AU		
Strombomonas		AU		
Surirella	1	AU		SMHI_bvol och PEG
Surirella	2	AU		SMHI_bvol och PEG
Surirella	3	AU		SMHI_bvol och PEG
Surirella	4	AU		SMHI_bvol och PEG
Surirella		AU		Lagt till art utan storleksklass
Surirella biseriata	1	AU		SMHI_bvol och PEG
Surirella biseriata	2	AU		SMHI_bvol och PEG
Surirella biseriata		AU		Lagt till art utan storleksklass
Surirella capronii	1	AU		SMHI_bvol och PEG
Surirella capronii	2	AU		SMHI_bvol och PEG
Surirella capronii	3	AU		SMHI_bvol och PEG
Surirella capronii		AU		Lagt till art utan storleksklass
Surirella crumena	1	AU		SMHI_bvol och PEG
Surirella crumena	2	AU		SMHI_bvol och PEG
Surirella crumena	3	AU		SMHI_bvol och PEG
Surirella crumena		AU		Lagt till art utan storleksklass
Surirella linearis		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Surirella minuta	1	AU		SMHI_bvol och PEG
Surirella minuta	2	AU		SMHI_bvol och PEG
Surirella minuta		AU		Lagt till art utan storleksklass
Surirella robusta	1	AU		SMHI_bvol och PEG
Surirella robusta		AU		Lagt till art utan storleksklass
Synchaeta		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Synchaeta		HT		
Synechococcus	1	AU		SMHI_bvol och PEG
Synechococcus	2	AU		SMHI_bvol och PEG
Synechococcus	3	AU		SMHI_bvol och PEG
Synechococcus	4	AU		SMHI_bvol och PEG
Synechococcus	5	AU		SMHI_bvol
Synechococcus		AU		Lagt till art utan storleksklass
Synedra	1	AU		SMHI_bvol och PEG
Synedra	2	AU		SMHI_bvol och PEG
Synedra	3	AU		PEG_BVOL_2020
Synedra		AU		Lagt till art utan storleksklass
Synedra acus var. acus	1	AU		SMHI_bvol och PEG
Synedra acus var. acus	2	AU		SMHI_bvol och PEG
Synedra acus var. acus	3	AU		SMHI_bvol och PEG
Synedra acus var. acus		AU		Lagt till art utan storleksklass
Synedra berolinensis	1	AU		SMHI_bvol och PEG
Synedra berolinensis		AU		Lagt till art utan storleksklass
Synedra ulna	1	AU		SMHI_bvol och PEG
Synedra ulna	2	AU		SMHI_bvol och PEG
Synedra ulna	3	AU		SMHI_bvol och PEG
Synedra ulna	4	AU		SMHI_bvol och PEG
Synedra ulna		AU		Lagt till art utan storleksklass
Synura	1	AU		SMHI_bvol och PEG
Synura		AU		Lagt till art utan storleksklass
Synura uvella	1	AU		SMHI_bvol och PEG
Synura uvella	2	AU		SMHI_bvol och PEG
Synura uvella		AU		Lagt till art utan storleksklass
Tabellaria		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Tabellaria fenestrata	1	AU		SMHI_bvol och PEG
Tabellaria fenestrata	2	AU		SMHI_bvol och PEG
Tabellaria fenestrata	3	AU		SMHI_bvol och PEG
Tabellaria fenestrata		AU		Lagt till art utan storleksklass
Tabellaria flocculosa	1	AU		SMHI_bvol och PEG
Tabellaria flocculosa	2	AU		SMHI_bvol och PEG
Tabellaria flocculosa	3	AU		SMHI_bvol och PEG
Tabellaria flocculosa	4	AU		SMHI_bvol och PEG
Tabellaria flocculosa		AU		Lagt till art utan storleksklass
Tabellaria flocculosa var. asterionelloides	1	AU		SMHI_bvol och PEG
Tabellaria flocculosa var. asterionelloides	2	AU		
Tabellaria flocculosa var. asterionelloides		AU		Lagt till art utan storleksklass
Tabellaria flocculosa var. geniculata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Tabularia		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Tabularia fasciculata	1	AU		SMHI_bvol och PEG
Tabularia fasciculata	2	AU		SMHI_bvol och PEG
Tabularia fasciculata	3	AU		SMHI_bvol och PEG
Tabularia fasciculata	4	AU		SMHI_bvol och PEG
Tabularia fasciculata	5	AU		SMHI_bvol och PEG
Tabularia fasciculata	6	AU		SMHI_bvol och PEG
Tabularia fasciculata		AU		Lagt till art utan storleksklass
Tabularia tabulata	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Tabularia tabulata		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Teleaulax	1	AU		SMHI_bvol och PEG
Teleaulax	2	AU		SMHI_bvol och PEG
Teleaulax	3	AU		SMHI_bvol och PEG
Teleaulax	4	AU		SMHI_bvol och PEG
Teleaulax		AU		Lagt till art utan storleksklass
Teleaulax acuta	1	AU		SMHI_bvol och PEG
Teleaulax acuta	2	AU		SMHI_bvol och PEG
Teleaulax acuta	3	AU		SMHI_bvol och PEG
Teleaulax acuta		AU		Lagt till art utan storleksklass
Teleaulax amphioxeia	1	AU		SMHI_bvol och PEG
Teleaulax amphioxeia	2	AU		SMHI_bvol och PEG
Teleaulax amphioxeia	3	AU		SMHI_bvol och PEG
Teleaulax amphioxeia		AU		Lagt till art utan storleksklass
Telonema	1	HT		SMHI_bvol och PEG
Telonema	2	HT		SMHI_bvol och PEG
Telonema	3	HT		SMHI_bvol och PEG
Telonema		HT		Lagt till art utan storleksklass
Telonema antarctica		HT		Arter i sharkweb som inte finns PEG/SMHI listan
Telonema antarcticum	1	HT		SMHI_bvol och PEG
Telonema antarcticum		HT		Lagt till art utan storleksklass
Telonema subtile	1	HT		SMHI_bvol och PEG
Telonema subtile	2	HT		SMHI_bvol och PEG
Telonema subtile	3	HT		SMHI_bvol och PEG
Telonema subtile		HT		Lagt till art utan storleksklass
Tetrabaena socialis	1	AU		SMHI_bvol och PEG
Tetrabaena socialis	2	AU		SMHI_bvol och PEG
Tetrabaena socialis		AU		Lagt till art utan storleksklass
Tetrachlorella alternans	1	AU		SMHI_bvol och PEG
Tetrachlorella alternans	2	AU		SMHI_bvol och PEG
Tetrachlorella alternans	3	AU		SMHI_bvol och PEG
Tetrachlorella alternans		AU		Lagt till art utan storleksklass
Tetradesmus lagerheimii	1	AU		
Tetradesmus lagerheimii	2	AU		
Tetradesmus lagerheimii	3	AU		
Tetradesmus lagerheimii	4	AU		
Tetradesmus lagerheimii	5	AU		
Tetradesmus lagerheimii		AU		
Tetradesmus lagerheimii	6	AU		
Tetradesmus lagerheimii	7	AU		
Tetradesmus lagerheimii	8	AU		
Tetradesmus lagerheimii	9	AU		
Tetradesmus lagerheimii	10	AU		
Tetradesmus obliquus	1	AU		PEG_BVOL_2020
Tetradesmus obliquus	2	AU		PEG_BVOL_2020
Tetradesmus obliquus	3	AU		PEG_BVOL_2020
Tetradesmus obliquus	4	AU		PEG_BVOL_2020
Tetradesmus obliquus	5	AU		PEG_BVOL_2020
Tetradesmus obliquus	6	AU		PEG_BVOL_2020
Tetradesmus obliquus		AU		Lagt till art utan storleksklass
Tetradesmus	1	AU		
Tetradesmus	2	AU		
Tetradesmus	3	AU		
Tetradesmus	4	AU		
Tetradesmus	5	AU		
Tetradesmus	6	AU		
Tetradesmus		AU		
Tetraëdriella jovetii		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Tetraëdron caudatum	1	AU		SMHI_bvol och PEG
Tetraëdron caudatum	2	AU		SMHI_bvol och PEG
Tetraëdron caudatum	6	AU		
Tetraëdron caudatum	7	AU		
Tetraëdron caudatum	8	AU		
Tetraëdron caudatum		AU		Lagt till art utan storleksklass
Tetraëdron minimum	1	AU		SMHI_bvol och PEG
Tetraëdron minimum	2	AU		SMHI_bvol och PEG
Tetraëdron minimum	3	AU		SMHI_bvol och PEG
Tetraëdron minimum	4	AU		SMHI_bvol och PEG
Tetraëdron minimum		AU		Lagt till art utan storleksklass
Tetraëdron triangulare	1	AU		SMHI_bvol och PEG
Tetraëdron triangulare		AU		Lagt till art utan storleksklass
Tetraselmis		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Tetraselmis cordiformis	1	AU		SMHI_bvol och PEG
Tetraselmis cordiformis		AU		Lagt till art utan storleksklass
Tetraselmis cordiformis	2	AU		
Tetraspora lemmermannii	1	AU		SMHI_bvol och PEG
Tetraspora lemmermannii		AU		Lagt till art utan storleksklass
Tetrastrum	1	AU		SMHI_bvol och PEG
Tetrastrum		AU		Lagt till art utan storleksklass
Tetrastrum elegans	1	AU		SMHI_bvol och PEG
Tetrastrum elegans	2	AU		SMHI_bvol och PEG
Tetrastrum elegans		AU		Lagt till art utan storleksklass
Tetrastrum staurogeniaeforme	1	AU		SMHI_bvol och PEG
Tetrastrum staurogeniaeforme	2	AU		SMHI_bvol och PEG
Tetrastrum staurogeniiforme	1	AU		
Tetrastrum staurogeniiforme	2	AU		
Tetrastrum staurogeniiforme		AU		
Tetrastrum staurogeniaeforme		AU		Lagt till art utan storleksklass
Thalassionema		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Thalassionema frauenfeldii	1	AU		SMHI_bvol och PEG
Thalassionema frauenfeldii	8	AU		
Thalassionema frauenfeldii	9	AU		
Thalassionema frauenfeldii	10	AU		
Thalassionema frauenfeldii	11	AU		
Thalassionema frauenfeldii	12	AU		
Thalassionema frauenfeldii	13	AU		
Thalassionema frauenfeldii	14	AU		
Thalassionema frauenfeldii		AU		Lagt till art utan storleksklass
Thalassionema nitzschioides	1	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	2	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	3	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	4	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	5	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	6	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	7	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	8	AU		SMHI_bvol och PEG
Thalassionema nitzschioides	9	AU		
Thalassionema nitzschioides	10	AU		
Thalassionema nitzschioides	11	AU		
Thalassionema nitzschioides	12	AU		
Thalassionema nitzschioides	13	AU		
Thalassionema nitzschioides	14	AU		
Thalassionema nitzschioides	15	AU		
Thalassionema nitzschioides	16	AU		
Thalassionema nitzschioides	17	AU		
Thalassionema nitzschioides	18	AU		
Thalassionema nitzschioides		AU		Lagt till art utan storleksklass
Thalassiosira	1	AU		SMHI_bvol och PEG
Thalassiosira	2	AU		SMHI_bvol och PEG
Thalassiosira	3	AU		SMHI_bvol och PEG
Thalassiosira	4	AU		SMHI_bvol och PEG
Thalassiosira	5	AU		SMHI_bvol och PEG
Thalassiosira	6	AU		SMHI_bvol och PEG
Thalassiosira	7	AU		SMHI_bvol och PEG
Thalassiosira	8	AU		SMHI_bvol och PEG
Thalassiosira	9	AU		SMHI_bvol och PEG
Thalassiosira	10	AU		SMHI_bvol och PEG
Thalassiosira	11	AU		SMHI_bvol och PEG
Thalassiosira	12	AU		SMHI_bvol och PEG
Thalassiosira		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Thalassiosira		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Thalassiosira angulata	1	AU		SMHI_bvol och PEG
Thalassiosira angulata	2	AU		SMHI_bvol och PEG
Thalassiosira angulata	3	AU		SMHI_bvol och PEG
Thalassiosira angulata	4	AU		SMHI_bvol och PEG
Thalassiosira angulata	5	AU		SMHI_bvol och PEG
Thalassiosira angulata	6	AU		SMHI_bvol och PEG
Thalassiosira angulata	7	AU		SMHI_bvol och PEG
Thalassiosira angulata	8	AU		SMHI_bvol och PEG
Thalassiosira angulata		AU		Lagt till art utan storleksklass
Thalassiosira anguste-lineata	1	AU		SMHI_bvol och PEG
Thalassiosira anguste-lineata	2	AU		SMHI_bvol och PEG
Thalassiosira anguste-lineata	3	AU		SMHI_bvol och PEG
Thalassiosira anguste-lineata	4	AU		SMHI_bvol och PEG
Thalassiosira anguste-lineata	5	AU		SMHI_bvol och PEG
Thalassiosira anguste-lineata	6	AU		SMHI_bvol och PEG
Thalassiosira anguste-lineata		AU		Lagt till art utan storleksklass
Thalassiosira antarctica		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Thalassiosira antarctica	1	AU		
Thalassiosira baltica	1	AU		SMHI_bvol och PEG
Thalassiosira baltica	2	AU		SMHI_bvol och PEG
Thalassiosira baltica	3	AU		SMHI_bvol och PEG
Thalassiosira baltica	4	AU		SMHI_bvol och PEG
Thalassiosira baltica	5	AU		SMHI_bvol och PEG
Thalassiosira baltica	6	AU		SMHI_bvol och PEG
Thalassiosira baltica	7	AU		SMHI_bvol och PEG
Thalassiosira baltica	8	AU		SMHI_bvol och PEG
Thalassiosira baltica	9	AU		SMHI_bvol och PEG
Thalassiosira baltica	10	AU		SMHI_bvol och PEG
Thalassiosira baltica		AU		Lagt till art utan storleksklass
